label,clickTime,conversionTime,creativeID,userID,positionID,connectionType,telecomsOperator
0,17000023,,37725,18466306,2579,2,3
0,17000023,,20452,11632486,7219,1,1
0,17000023,,17490,17926275,2150,1,1
0,17000024,,3575,1111108,6905,1,3
0,17000024,,51245,12304700,10867,1,3
0,17000024,,13277,3996098,3222,2,1
0,17000024,,32975,14238935,4818,1,2
0,17000024,,31235,5615373,643,1,2
0,17000024,,3465,90746,2931,1,1
0,17000024,,32689,12283693,5726,2,1
0,17000024,,5187,2428743,6086,1,1
0,17000024,,37613,14379522,2150,1,1
0,17000024,,10394,9561535,7219,1,1
0,17000024,,3531,402769,3347,1,1
0,17000024,,7589,13303154,1392,1,1
0,17000024,,21882,7063397,3347,4,3
0,17000024,,35011,13276460,932,1,1
0,17000024,,45466,8483109,1656,1,1
0,17000024,,48928,2158641,5510,1,1
0,17000024,,12065,16368672,3347,1,1
0,17000024,,51608,13922856,3322,1,2
0,17000025,,4250,1443907,6193,1,1
0,17000025,,41078,14101503,98,1,3
0,17000025,,23617,9598408,5290,1,2
0,17000025,,22158,809840,5726,1,3
0,17000025,,51566,7308610,7488,1,1
0,17000025,,23046,906860,3322,1,2
0,17000025,,13346,1211845,1192,1,1
0,17000025,,20614,2723909,3688,0,1
0,17000025,,2137,217320,2579,1,1
0,17000025,,9965,15876930,3535,1,1
0,17000026,,6615,8632032,3140,1,1
0,17000026,,45299,17912132,4522,1,1
0,17000026,,22147,16502034,4522,1,1
0,17000026,,38469,18079295,3347,1,1
0,17000026,,1087,2735855,7563,1,3
0,17000026,,10122,16262501,7219,1,1
0,17000026,,17228,1885539,4455,1,1
0,17000026,,37935,4062395,2693,1,3
0,17000026,,32165,1502832,2891,1,1
0,17000026,,26548,10005722,5824,1,1
0,17000026,,10394,16346048,7219,1,3
0,17000026,,43545,1432119,5090,1,2
0,17000026,,726,912898,2150,1,1
0,17000026,,32975,1195649,5510,1,1
0,17000026,,37725,4646245,2579,1,1
0,17000026,,49441,12769199,4522,1,2
0,17000026,,45466,16666884,3789,1,1
0,17000027,,19818,10149586,5716,1,1
0,17000027,,42181,1137903,4455,1,1
0,17000027,,47555,10913946,3322,1,2
0,17000027,,20456,6412864,5716,1,2
0,17000027,,50335,1810590,6086,1,3
0,17000027,,17934,18929978,5727,1,1
0,17000027,,3745,636433,6161,1,1
0,17000027,,26443,8319188,2995,1,1
0,17000027,,26548,5982442,3283,1,1
0,17000027,,44069,10158143,4441,0,2
0,17000027,,26443,3152307,7219,1,1
0,17000027,,25704,18271463,2579,1,0
0,17000027,,29529,2716102,877,1,1
0,17000027,,3293,1287114,1613,1,3
0,17000028,,33742,8154569,4835,1,1
0,17000028,,1456,1035144,5358,2,1
0,17000028,,49441,10717256,4522,1,1
0,17000028,,48732,4152480,2579,2,1
0,17000028,,34084,6637078,3322,1,2
0,17000028,,24358,11829973,4950,1,1
0,17000028,,17277,10846602,4657,1,1
0,17000028,,42926,12907663,2006,3,1
0,17000028,,594,2767256,6849,1,1
0,17000028,,22908,11408250,4867,2,1
0,17000028,,51566,12026546,2075,1,0
0,17000028,,13929,7317606,12128,1,1
0,17000028,,14725,6920610,3322,1,2
0,17000028,,4757,496624,2058,1,1
0,17000028,,46708,5250103,6086,2,3
0,17000028,,44279,1715866,4626,2,3
0,17000028,,17089,19871590,2150,1,2
0,17000028,,37619,3121242,9476,1,2
0,17000028,,51566,13562347,20220,1,3
0,17000029,,20458,972842,877,1,1
0,17000029,,36920,17318890,5137,0,1
0,17000029,,21129,15865520,15055,1,1
0,17000029,,17498,18643373,5185,1,1
0,17000029,,18650,7765682,2332,1,1
0,17000029,,48985,6845595,2150,2,3
0,17000029,,37619,13720596,13352,1,1
0,17000029,,27018,13148779,10794,1,1
0,17000029,,48031,1660721,5637,1,1
0,17000029,,1456,2020319,2831,1,1
0,17000029,,28842,10905180,3322,1,2
0,17000029,,8023,7957062,977,1,3
0,17000029,,51596,18194021,2555,1,1
0,17000029,,5176,1580281,5648,1,3
0,17000029,,2235,2771830,1385,0,1
0,17000029,,28763,4821953,3347,1,3
0,17000029,,12458,3122886,5545,1,1
0,17000029,,14725,937203,3322,1,0
0,17000030,,4432,865987,5013,3,1
0,17000030,,5187,2648446,2426,2,2
0,17000030,,11076,16322516,5024,1,1
0,17000030,,32700,8665707,4522,1,1
0,17000030,,44279,6959640,2426,2,2
0,17000030,,44279,9500987,2426,2,1
0,17000030,,44260,12128677,2579,1,2
0,17000030,,49341,19002145,6667,1,2
0,17000030,,35241,5288044,2150,1,1
0,17000030,,32817,780704,5037,1,1
0,17000030,,2764,1149873,1385,1,1
0,17000030,,18296,9529984,3322,1,2
0,17000030,,50210,6641329,5510,1,1
0,17000031,,48137,8236927,2514,1,1
0,17000031,,14725,4934755,3322,1,2
0,17000031,,42245,9132474,11524,0,1
0,17000031,,12077,12315067,1862,1,1
0,17000031,,14830,15612192,6796,1,1
0,17000031,,21882,6148996,4538,2,1
0,17000031,,33058,16505988,3322,1,2
0,17000031,,8629,19773659,4623,1,3
0,17000031,,7926,2507969,3322,2,1
0,17000031,,25366,17202517,2150,1,1
0,17000031,,45251,12917260,6876,1,1
0,17000031,,7125,4365264,7342,1,1
0,17000031,,47643,13712598,3347,1,1
0,17000031,,48462,11987262,2185,1,1
0,17000032,,10394,9811387,3255,1,1
0,17000032,,48137,453644,3688,1,1
0,17000032,,8023,10890749,5622,1,3
0,17000032,,44716,918497,4455,1,1
0,17000032,,5186,2664334,7563,2,1
0,17000032,,4250,2576879,2891,1,1
0,17000032,,30591,3786214,7642,1,3
0,17000032,,4432,447566,2071,2,1
0,17000032,,9173,9739783,3322,2,1
0,17000032,,1259,1828019,2240,1,1
0,17000032,,47223,15081323,2326,1,2
0,17000032,,32817,3964138,6876,1,1
0,17000032,,6514,2326774,2281,1,1
0,17000032,,48137,12975852,1787,1,1
0,17000032,,28626,1432119,2071,1,2
0,17000032,,13814,11112836,5726,1,3
0,17000032,,24358,6648,4778,1,1
0,17000032,,48337,7044103,6239,1,1
0,17000033,,30416,4734428,721,1,2
0,17000033,,1887,1455072,3688,1,1
0,17000033,,8538,15107072,5545,1,3
0,17000033,,39600,17441955,3255,1,3
0,17000033,,49317,17387090,6796,1,3
0,17000033,,32439,14889407,3322,2,1
0,17000033,,6961,6165157,2579,2,1
0,17000033,,2537,260228,2579,1,0
0,17000033,,48137,17016508,1456,1,2
0,17000033,,45744,9159421,1392,1,2
0,17000033,,47981,10378085,4346,1,1
0,17000033,,4444,1706310,3457,2,1
0,17000033,,32975,15192197,3688,1,3
0,17000033,,38430,2765556,3322,1,2
0,17000033,,48809,13993016,2150,1,1
0,17000033,,15208,17045681,4624,3,1
0,17000033,,25354,16138555,4522,1,1
0,17000033,,21865,2767701,6583,1,2
0,17000033,,11309,2398107,3322,1,3
0,17000033,,42181,5610992,4455,1,1
0,17000033,,45789,10373162,3725,1,1
0,17000033,,9113,19616478,2579,1,2
0,17000033,,10122,8162269,303,1,3
0,17000033,,18650,7848501,6909,1,1
0,17000034,,37770,18066358,3322,1,2
0,17000034,,14039,3900947,3322,2,1
0,17000034,,47429,11297816,990,1,1
0,17000034,,38939,10467852,17101,1,1
0,17000034,,50366,19297757,5848,1,3
0,17000034,,17277,5394233,4657,1,3
0,17000034,,26506,17544473,3322,1,2
0,17000034,,15701,18058285,3322,2,1
0,17000034,,22557,13026748,1862,1,3
0,17000034,,13346,7265836,4113,1,2
0,17000034,,49495,18368832,3150,1,1
0,17000034,,48809,6734652,2150,1,1
0,17000034,,1259,2687344,7563,1,2
0,17000034,,37645,12395413,4658,1,1
0,17000035,,51484,1284755,877,2,1
0,17000035,,6610,15361552,4119,1,1
0,17000035,,45251,9017618,4572,1,1
0,17000035,,4169,1050004,7563,1,1
0,17000035,,37613,14379522,2150,1,1
0,17000035,,4465,30822,6995,1,1
0,17000035,,1087,2131068,3347,1,1
0,17000035,,47555,13240520,3322,1,2
0,17000035,,17624,13662385,5726,1,2
0,17000035,,7125,2601302,6086,1,1
1,17000035,18102623.0,10122,18799971,7219,1,1
0,17000035,,23920,13413720,3322,3,1
0,17000035,,4465,1948014,6667,1,1
0,17000035,,45251,10572597,6876,1,3
0,17000035,,47533,16735748,12853,0,1
0,17000035,,41974,3425763,3269,1,1
0,17000035,,15173,16063808,3322,1,2
0,17000035,,8668,6751507,5726,1,3
0,17000035,,30047,1240398,3322,2,3
0,17000035,,51704,16719268,3322,1,3
0,17000035,,39396,17405886,2579,2,1
0,17000035,,10394,15868868,3255,1,3
0,17000036,,40182,15744663,17640,1,1
0,17000036,,16126,11275007,3322,1,2
1,17000036,18102923.0,10394,2240172,7219,1,1
0,17000036,,8277,6327714,14801,1,1
0,17000036,,23020,19601944,1694,1,1
0,17000036,,40031,12030670,2579,1,3
0,17000036,,33619,18936107,3322,1,2
0,17000036,,6748,4121384,5545,1,1
0,17000036,,16753,15470641,5538,4,2
0,17000036,,3465,455096,2426,1,1
0,17000036,,32975,6083033,7455,1,1
0,17000036,,51455,267236,877,2,1
0,17000036,,10394,6819629,1023,1,1
0,17000036,,48137,1563580,6667,1,1
0,17000036,,1259,2090110,3347,1,1
0,17000036,,46583,17502445,126,1,1
0,17000036,,10122,1566327,7219,1,1
0,17000037,,5588,1396504,2150,1,1
0,17000037,,39854,7859481,8457,0,1
0,17000037,,7179,19649099,5657,1,2
0,17000037,,37725,7284284,2579,2,1
0,17000037,,42102,2262092,4993,2,1
0,17000037,,32975,2694361,3688,1,3
0,17000037,,27744,10594948,3322,1,3
0,17000037,,8018,14127444,16093,1,3
0,17000037,,2374,422668,7619,2,1
0,17000037,,39563,15550119,2150,1,1
0,17000037,,27301,3733156,3010,1,1
0,17000037,,39396,17405886,2579,2,1
0,17000037,,13277,10193022,6760,1,1
0,17000037,,32849,9932057,2579,1,2
0,17000037,,1675,1341039,990,1,3
0,17000037,,44061,4226604,4522,1,1
0,17000037,,35064,15682287,5726,1,1
0,17000037,,10664,2672451,6086,1,1
0,17000037,,2137,2431934,2579,1,2
0,17000038,,43728,19608430,5545,2,1
0,17000038,,26548,16421664,5109,1,1
0,17000038,,44479,8493928,6909,1,1
0,17000038,,48952,1261111,3322,1,1
0,17000038,,17366,12124145,20220,2,1
0,17000038,,4432,2230567,6667,2,1
0,17000038,,48137,13978096,2226,1,1
0,17000038,,23865,11226,5545,1,1
0,17000038,,17498,1245545,2017,1,3
0,17000038,,9441,9109245,4522,1,1
0,17000038,,39168,8997256,6072,1,3
0,17000038,,14537,418984,1942,1,1
0,17000038,,28236,2204389,5701,2,1
1,17000038,17001017.0,12065,16960674,3457,1,3
0,17000038,,45251,8512812,6876,1,1
0,17000038,,10439,17868425,5726,2,1
0,17000039,,39396,17405886,2579,2,1
0,17000039,,4793,329465,3347,1,1
0,17000039,,32975,19382460,990,1,3
0,17000039,,13346,6300718,4250,1,1
0,17000039,,23865,17851147,6760,1,1
0,17000039,,26770,2263263,7219,1,1
0,17000039,,18764,13452710,3322,1,1
0,17000039,,4465,677014,2426,1,1
0,17000039,,1087,356301,6161,1,1
0,17000039,,39600,606271,293,1,3
0,17000039,,14324,12716749,1114,1,1
0,17000039,,50755,17680293,5993,1,1
0,17000039,,50335,195819,3688,1,1
0,17000039,,17967,16942086,1795,1,3
0,17000039,,13395,14827684,2869,1,1
0,17000039,,45466,8692969,3789,1,1
0,17000039,,1456,455555,3688,1,1
0,17000039,,2537,1770694,2579,1,1
0,17000039,,33619,4747122,3322,1,2
0,17000039,,2137,216697,2579,1,2
0,17000039,,45017,6290386,1180,1,2
0,17000039,,10664,4539683,7366,1,1
0,17000039,,29529,4662354,5510,1,1
0,17000039,,21537,6607332,2871,1,2
0,17000040,,33742,4019141,8510,1,1
0,17000040,,50165,17537043,2821,1,1
0,17000040,,12536,1503041,8617,1,1
0,17000040,,10664,1439458,3150,1,1
0,17000040,,20972,17275073,6667,1,1
0,17000040,,20456,2698096,7434,1,1
0,17000040,,32975,6896920,4818,1,2
0,17000040,,11658,18895393,15055,1,0
0,17000040,,13877,24558,6876,1,1
0,17000040,,10122,4457884,7219,1,1
0,17000040,,18650,15256500,2623,1,1
0,17000040,,41326,1772985,3241,1,1
0,17000040,,45444,7258513,990,1,1
0,17000040,,30416,818574,6667,1,3
0,17000040,,36267,16543986,7536,1,1
0,17000040,,41362,9149004,2579,1,2
0,17000040,,35241,5288044,2150,1,1
0,17000040,,23836,16401991,126,1,1
0,17000040,,19442,16479772,11713,1,3
0,17000040,,50436,12619237,2579,1,2
0,17000040,,50370,15308939,5622,1,1
0,17000040,,26234,16327279,4455,1,1
0,17000041,,10664,10091586,5716,1,2
0,17000041,,10023,12420415,19600,1,0
0,17000041,,30416,4908967,5716,1,3
0,17000041,,520,1156145,5539,1,1
0,17000041,,34329,16982817,7619,1,2
0,17000041,,10394,2119208,7219,1,1
0,17000041,,48924,16488544,2326,1,1
0,17000041,,15540,481240,2943,1,3
0,17000041,,39366,19254718,13257,0,2
0,17000041,,31405,18284345,3322,3,2
0,17000041,,32817,9617125,5982,1,1
0,17000041,,4465,1058493,3789,1,1
0,17000041,,50343,3541292,5140,1,3
0,17000041,,8018,12319810,18858,1,3
0,17000041,,36267,14777894,535,1,1
0,17000041,,26651,15472599,2579,1,2
0,17000041,,13877,10655691,6876,1,3
0,17000041,,35864,9051975,3789,1,1
0,17000042,,10071,70000,3255,1,3
0,17000042,,33619,780235,3322,1,2
0,17000042,,6871,14021999,675,1,2
0,17000042,,48809,13231213,2150,1,1
0,17000042,,44751,8915003,5414,1,1
0,17000042,,12458,3603824,5545,1,1
0,17000042,,32975,4846285,1456,1,3
0,17000042,,8277,11082098,12207,1,2
0,17000042,,4465,956813,5686,1,1
0,17000042,,9255,4885114,675,1,2
0,17000042,,25272,446515,3688,1,1
0,17000042,,40285,14586103,4852,2,1
0,17000042,,37266,16883179,3322,2,1
0,17000042,,8018,850092,16010,1,2
0,17000042,,15808,9812253,3347,1,1
0,17000043,,13877,7152412,4198,1,1
0,17000043,,14831,15195107,4140,1,3
1,17000043,17000129.0,15540,7671860,5909,1,3
0,17000043,,25759,4201806,6760,0,1
0,17000043,,8391,2954323,3180,1,1
0,17000043,,47929,12608328,1392,1,2
0,17000043,,38207,5209313,3322,1,0
0,17000043,,10122,5597551,7219,1,1
0,17000043,,15560,12523767,5109,1,1
0,17000043,,11933,9876100,3322,1,1
0,17000043,,6610,10258720,1738,1,2
0,17000043,,12527,1394613,2150,3,1
0,17000043,,13877,3980045,14948,1,1
0,17000043,,48045,1477339,3322,3,1
0,17000043,,16330,3449926,4233,1,3
0,17000043,,47430,4374061,7632,1,2
0,17000044,,38440,18812346,3322,1,0
0,17000044,,7586,3786214,5657,1,3
0,17000044,,784,1192225,7563,1,1
0,17000044,,43296,9445081,8617,1,1
0,17000044,,10394,9295314,7219,1,1
0,17000044,,45466,12594436,3827,1,1
0,17000044,,1456,2419883,5510,1,1
0,17000044,,27233,4825151,7522,1,3
0,17000044,,15540,17743716,2551,1,1
0,17000044,,8070,11115195,2623,1,1
0,17000044,,2537,260228,2579,1,0
0,17000044,,17490,14491019,2150,1,2
0,17000045,,44484,16853421,4522,1,1
0,17000045,,21865,4737290,7219,1,1
0,17000045,,30286,14208274,4522,1,1
0,17000045,,49709,15628365,3322,1,2
0,17000045,,33742,3265437,2038,1,0
0,17000045,,3745,1219132,4077,1,1
0,17000045,,44279,14322871,2426,1,3
0,17000045,,32975,15069095,4818,1,1
0,17000045,,45251,6646264,6876,1,1
0,17000045,,34014,8392994,6163,1,1
0,17000045,,50129,17244617,13920,1,1
0,17000045,,47929,8194239,1392,1,2
0,17000045,,48137,14001808,4818,1,1
0,17000045,,14324,11880813,5716,1,2
0,17000045,,4465,1790449,6406,3,1
0,17000045,,37725,17716157,2579,1,1
0,17000045,,3444,560971,2579,1,1
0,17000045,,10394,17964031,7219,1,1
0,17000045,,15540,2024225,4292,1,3
0,17000045,,37455,1375380,5622,1,1
0,17000045,,18040,160639,7563,1,1
0,17000045,,1456,2802491,2967,1,1
0,17000045,,8994,16919593,2579,1,2
0,17000046,,1259,315222,6161,1,2
0,17000046,,45251,8155131,6876,1,1
0,17000046,,27344,2414657,3600,1,1
0,17000046,,19305,11334447,7219,1,1
0,17000046,,28596,15927447,5622,1,1
0,17000046,,51370,2366641,446,1,1
0,17000046,,44279,1867237,2426,2,3
0,17000046,,26443,12486192,7219,1,1
0,17000046,,26574,17547101,4522,0,0
0,17000046,,41457,982671,3150,1,1
0,17000046,,8070,10498868,2623,1,1
0,17000046,,33619,14667333,3322,1,2
0,17000046,,35064,4182348,4871,1,1
0,17000046,,26548,169283,7161,1,3
0,17000046,,27690,8833157,4371,1,3
0,17000046,,2230,1353550,2332,2,1
0,17000046,,44279,7346547,2931,1,3
0,17000046,,20458,1638051,1181,1,3
0,17000046,,2849,373870,3322,1,3
0,17000047,,5187,743226,6068,2,1
0,17000047,,44279,19126045,4045,1,2
0,17000047,,27013,11113446,126,1,1
0,17000047,,17624,16602055,5726,2,1
0,17000047,,28538,19977016,2909,1,1
0,17000047,,1456,2011718,3688,1,1
0,17000047,,2537,2655536,2579,1,1
0,17000047,,51068,2563912,6193,1,3
0,17000047,,6610,1341159,762,1,1
0,17000047,,35911,16200603,126,1,2
0,17000047,,34865,14318122,4943,1,1
0,17000047,,22147,14910139,4522,1,3
0,17000047,,13877,13281488,6871,1,1
0,17000047,,10439,17868425,5726,2,1
0,17000048,,27990,330749,7488,1,1
0,17000048,,16330,4284067,5734,1,1
0,17000048,,5656,1132899,1848,1,1
0,17000048,,10122,5371142,7219,1,1
0,17000048,,14830,14493936,6796,1,1
0,17000048,,4465,2396232,3674,1,1
0,17000048,,13929,12602669,19252,1,1
0,17000048,,13877,8540596,3889,1,3
0,17000048,,38021,5538815,3322,1,2
0,17000048,,15540,673532,6411,1,1
0,17000048,,10439,19274066,5726,2,3
0,17000048,,14108,11520893,5347,1,1
0,17000048,,8070,6108715,2623,1,2
0,17000048,,23437,11005373,1627,1,1
0,17000048,,18650,7849014,2623,1,1
0,17000048,,33058,1879856,3322,1,3
0,17000048,,19305,13518326,3255,1,2
0,17000048,,36373,14471710,6077,2,1
